,0
372,old
373,great
374,isla
375,johnston
376,play
377,young
378,girl
379,excellent
380,movie
381,problem
382,keep
383,stop
384,make
385,want
386,play
387,game
388,many
389,woman
390,er
391,chess.com
392,wat
393,nowadays
394,lose
395,terribly
396,wim
397,'m
398,woman
399,'ve
400,play
401,casually
402,year
403,'m
404,almost
405,70
406,year
407,old
408,n't
409,play
410,chess
411,watch
412,queen
413,'s
414,gambit
415,netflix
416,return
417,site
418,solve
419,11
420,chess
421,problem
422,5
423,minute
424,puzzle
425,rush
426,bad
427,casual
428,player
429,right
430,'m
431,woman
432,'ve
433,play
434,casually
435,year
436,'m
437,almost
438,70
439,year
440,old
441,n't
442,play
443,chess
444,watch
445,queen
446,'s
447,gambit
448,netflix
449,return
450,site
451,solve
452,11
453,chess
454,problem
455,5
456,minute
457,puzzle
458,rush
459,bad
460,casual
461,player
462,right
463,``
464,chess
465,like
466,real
467,life
468,man
469,take
470,thing
471,slowly
472,woman
473,whatever
474,want
475,''
476,``
477,chess
478,like
479,real
480,life
481,man
482,take
483,thing
484,slowly
485,woman
486,whatever
487,want
488,''
489,``
490,chess
491,like
492,real
493,life
494,man
495,take
496,thing
497,slowly
498,woman
499,whatever
500,want
501,''
502,recently
503,opportunity
504,score
505,7-5
506,title
507,player
508,bullet
509,chess.com
510,6-4
511,10
512,game
513,cm
514,1-1
515,wgm
516,win
517,wgm
518,dance
519,girl
520,soul
521,train
522,n't
523,know
524,much
525,top
526,chess
527,player
528,really
529,read
530,biography
531,fischer
532,seem
533,like
534,least
535,departure
536,100
537,chess
538,interest
539,seem
540,exercise
541,gain
542,advantage
543,tournament
544,chess
545,hobby
546,girlfriend
547,real
548,friend
549,would
550,take
551,velcro
552,chess
553,set
554,everywhere
555,work
556,um
557,look
558,girl
559,one
560,day
561,24
562,hour
563,30
564,min
565,30
566,min
567,uh
568,get
569,incredible
570,show
571,regardless
572,encourage
573,female
574,chess
575,player
576,quit
577,chess
578,reach
579,adulthood
580,also
581,reason
582,take
583,pill
584,addict
585,n't
586,could
587,still
588,play
589,without
590,pill
591,win
592,enough
593,men
594,woman
595,play
596,chess
597,happen
598,muzychuk
599,sister
600,get
601,together
602,...
603,beth
604,daughter
605,reclaim
606,beth
607,'s
608,title
609,world
610,champion
611,bizarreguest
612,swear
613,adult
614,theme
615,drug
616,addiction
617,sex
618,think
619,rat
620,15
621,happy
622,watch
623,11
624,year
625,old
626,daughter
627,really
628,depend
629,'s
630,hedonistic
631,think
632,theme
633,handle
634,appropriately
635,bizarreguest
636,swear
637,adult
638,theme
639,drug
640,addiction
641,sex
642,think
643,rat
644,15
645,happy
646,watch
647,11
648,year
649,old
650,daughter
651,really
652,depend
653,'s
654,hedonistic
655,think
656,theme
657,handle
658,appropriately
659,lass
660,well
661,know
662,crazy
663,chessplayers
664,chick
665,current
666,beth
667,harmon
668,popularity
669,make
670,chess
671,even
672,cooler
673,'d
674,think
675,official
676,fide
677,picture
678,id
679,proving
680,'re
681,chess
682,master
683,would
684,come
685,mighty
686,handy
687,local
688,bar
689,oh
690,wait
691,bar
692,close
693,nevermind
694,...
695,well
696,know
697,crazy
698,chessplayers
699,chick
700,current
701,beth
702,harmon
703,popularity
704,make
705,chess
706,even
707,cooler
708,'d
709,think
710,official
711,fide
712,picture
713,id
714,proving
715,'re
716,chess
717,master
718,would
719,come
720,mighty
721,handy
722,local
723,bar
724,oh
725,wait
726,bar
727,close
728,nevermind
729,...
730,confuse
731,case
732,mean
733,men
734,physically
735,strong
736,woman
737,yes
738,separate
739,chess
740,reason
741,woman
742,bad
743,men
744,chess
745,hope
746,change
747,explain
748,title
749,woman
750,easy
751,get
752,hear
753,due
754,different
755,thought
756,process
757,something
758,category
759,help
760,woman
761,compete
762,n't
763,know
764,women
765,allow
766,participate
767,tournament
768,men
769,except
770,world
771,champion
772,decide
773,tournament
774,like
775,candidate
776,world
777,cup
778,etc
779,...
780,think
781,elect
782,one
783,man
784,champion
785,one
786,woman
787,champion
788,harm
789,lot
790,strong
791,female
792,player
793,compete
794,woman
795,'s
796,title
797,judit
798,polgar
799,famous
800,among
801,insult
802,title
803,'woman
804,add
805,rating
806,require
807,low
808,basically
809,imply
810,woman
811,need
812,low
813,standard
814,achieve
815,status
816,men
817,reason
818,woman
819,compete
820,men
821,game
822,cerebral
823,chess
824,existence
825,segregated
826,competition
827,encourage
828,view
829,women
830,allow
831,participate
832,tournament
833,men
834,except
835,world
836,champion
837,decide
838,tournament
839,like
840,candidate
841,world
842,cup
843,etc
844,...
845,think
846,elect
847,one
848,man
849,champion
850,one
851,woman
852,champion
853,harm
854,judit
855,'s
856,peak
857,top
858,8
859,world
860,person
861,top
862,99.9999999999999999
863,percentile
864,player
865,era
866,consider
867,top
868,rat
869,anyway
870,premise
871,remove
872,woman
873,'s
874,title
875,chess
876,idea
877,woman
878,become
879,world
880,champion
881,point
882,woman
883,become
884,world
885,champion
886,'s
887,lack
888,strong
889,female
890,player
891,compete
892,top
893,level
894,'s
895,need
896,separate
897,woman
898,'s
899,title
900,1400
901,year
902,human
903,engage
904,intellectual
905,war
906,chess
907,chess
908,require
909,great
910,memory
911,ability
912,calculate
913,many
914,possible
915,variation
916,mental
917,capacity
918,predict
919,opponent
920,’
921,next
922,move
923,chess
924,become
925,synonymous
926,intellect
927,women
928,underrepresented
929,high
930,level
931,sport
932,despite
933,evidence
934,difference
935,general
936,intelligence
937,sex
938,fide
939,international
940,chess
941,federation
942,begin
943,rank
944,world
945,’
946,top
947,100
948,best
949,chess
950,player
951,1971
952,three
953,woman
954,ever
955,appear
956,list
957,davidc2
958,three
959,main
960,school
961,thought
962,topic
963,argue
964,underrepresentation
965,cause
966,gender
967,stereotype
968,people
969,say
970,woman
971,perform
972,bad
973,due
974,societal
975,expectation
976,others
977,believe
978,issue
979,simple
980,woman
981,’
982,interested
983,chess
984,thus
985,low
986,participation
987,rate
988,sport
989,translate
990,less
991,high
992,level
993,female
994,chess
995,player
996,finally
997,third
998,theory
999,men
1000,innate
1001,advantage
1002,biology
1003,men
1004,innate
1005,advantage
1006,come
1007,powerlifting
1008,men
1009,may
1010,innate
1011,advantage
1012,chess
1013,let
1014,sum
1015,...
1016,field
1017,lot
1018,woman
1019,men
1020,'s
1021,absolutely
1022,fineif
1023,field
1024,lot
1025,men
1026,woman
1027,become
1028,``
1029,complex
1030,situation
1031,''
1032,must
1033,resolve
1034,girl
1035,follow
1036,way
1037,bathrrom
1038,saw
1039,sighn
1040,boys
1041,turn
1042,around
1043,nah
1044,girl
1045,dirty
1046,mind
1047,ask
1048,well
1049,even
1050,boys
1051,girl
1052,follow
1053,way
1054,bathrrom
1055,saw
1056,sighn
1057,boys
1058,turn
1059,around
1060,nah
1061,girl
1062,dirty
1063,mind
1064,ask
1065,well
1066,even
1067,boys
1068,girl
1069,follow
1070,way
1071,bathrrom
1072,saw
1073,sighn
1074,boys
1075,turn
1076,around
1077,nah
1078,girl
1079,dirty
1080,mind
1081,ask
1082,well
1083,even
1084,boys
1085,1400
1086,year
1087,human
1088,engage
1089,intellectual
1090,war
1091,chess
1092,chess
1093,require
1094,great
1095,memory
1096,ability
1097,calculate
1098,many
1099,possible
1100,variation
1101,mental
1102,capacity
1103,predict
1104,opponent
1105,’
1106,next
1107,move
1108,chess
1109,become
1110,synonymous
1111,intellect
1112,women
1113,underrepresented
1114,high
1115,level
1116,sport
1117,despite
1118,evidence
1119,difference
1120,general
1121,intelligence
1122,sex
1123,fide
1124,international
1125,chess
1126,federation
1127,begin
1128,rank
1129,world
1130,’
1131,top
1132,100
1133,best
1134,chess
1135,player
1136,1971
1137,three
1138,woman
1139,ever
1140,appear
1141,list
1142,davidc2
1143,three
1144,main
1145,school
1146,thought
1147,topic
1148,argue
1149,underrepresentation
1150,cause
1151,gender
1152,stereotype
1153,people
1154,say
1155,woman
1156,perform
1157,bad
1158,due
1159,societal
1160,expectation
1161,others
1162,believe
1163,issue
1164,simple
1165,woman
1166,’
1167,interested
1168,chess
1169,thus
1170,low
1171,participation
1172,rate
1173,sport
1174,translate
1175,less
1176,high
1177,level
1178,female
1179,chess
1180,player
1181,finally
1182,third
1183,theory
1184,men
1185,innate
1186,advantage
1187,biology
1188,men
1189,innate
1190,advantage
1191,come
1192,powerlifting
1193,men
1194,may
1195,innate
1196,advantage
1197,chess
1198,picture
1199,woman
1200,chess
1201,player
1202,picture
1203,woman
1204,chess
1205,player
1206,picture
1207,woman
1208,chess
1209,player
1210,well
1211,one
1212,stop
1213,woman
1214,become
1215,gm
1216,n't
1217,feel
1218,need
1219,put
1220,pic
1221,female
1222,gm
1223,n't
1224,see
1225,point
1226,it.i
1227,fan
1228,magnus
1229,carlsen
1230,put
1231,anyone
1232,'s
1233,photo
1234,profile
1235,day
1236,female
1237,gm
1238,become
1239,strong
1240,sure
1241,keep
1242,photo
1243,n't
1244,mind
1245,indian
1246,fellow
1247,respond
1248,every
1249,thread
1250,'ve
1251,see
1252,even
1253,remotely
1254,talk
1255,woman
1256,'s
1257,chess
1258,dismissive
1259,air
1260,see
1261,say
1262,like
1263,idea
1264,'s
1265,something
1266,get
1267,behind
1268,well
1269,one
1270,stop
1271,woman
1272,become
1273,gm
1274,n't
1275,feel
1276,need
1277,put
1278,pic
1279,female
1280,gm
1281,n't
1282,see
1283,point
1284,it.i
1285,fan
1286,magnus
1287,carlsen
1288,put
1289,anyone
1290,'s
1291,photo
1292,profile
1293,day
1294,female
1295,gm
1296,become
1297,strong
1298,sure
1299,keep
1300,photo
1301,chess
1302,mind
1303,game
1304,physical
1305,game
1306,woman
1307,men
1308,equal
1309,reason
1310,...
1311,n't
1312,mind
1313,indian
1314,fellow
1315,respond
1316,every
1317,thread
1318,'ve
1319,see
1320,even
1321,remotely
1322,talk
1323,woman
1324,'s
1325,chess
1326,dismissive
1327,air
1328,see
1329,say
1330,like
1331,idea
1332,'s
1333,something
1334,get
1335,behind
1336,n't
1337,mind
1338,indian
1339,fellow
1340,respond
1341,every
1342,thread
1343,'ve
1344,see
1345,even
1346,remotely
1347,talk
1348,woman
1349,'s
1350,chess
1351,dismissive
1352,air
1353,see
1354,say
1355,like
1356,idea
1357,'s
1358,something
1359,get
1360,behind
1361,chess
1362,mind
1363,game
1364,physical
1365,game
1366,woman
1367,men
1368,equal
1369,reason
1370,...
1371,well
1372,one
1373,stop
1374,woman
1375,become
1376,gm
1377,n't
1378,feel
1379,need
1380,put
1381,pic
1382,female
1383,gm
1384,n't
1385,see
1386,point
1387,it.i
1388,fan
1389,magnus
1390,carlsen
1391,put
1392,anyone
1393,'s
1394,photo
1395,profile
1396,day
1397,female
1398,gm
1399,become
1400,strong
1401,sure
1402,keep
1403,photo
1404,woman
1405,distracted
1406,men
1407,compare
1408,hello
1409,guy
1410,rating
1411,woman
1412,grandmaster
1413,title
1414,become
1415,woman
1416,get
1417,title
1418,send
1419,private
1420,message
1421,paper
1422,due
1423,respect
1424,need
1425,proper
1426,outline
1427,focus
1428,succeed
1429,choose
1430,great
1431,topic
1432,need
1433,narrow
1434,scope
1435,little
1436,bit
1437,lot
1438,information
1439,keep
1440,proper
1441,focus
1442,crucial
1443,best
1444,way
1445,make
1446,research
1447,question
1448,3
1449,question
1450,go
1451,find
1452,answer
1453,along
1454,way
1455,tell
1456,story
1457,1960´s
1458,cold
1459,war
1460,backdrop
1461,championship
1462,chess
1463,game
1464,change
1465,course
1466,history
1467,win
1468,formula
1469,good
1470,paper
1471,enjoy
1472,write
1473,research
1474,manage
1475,ace
1476,university
1477,history
1478,course
1479,one
1480,term
1481,paper
1482,win
1483,scholarship
1484,help
1485,pay
1486,tuition
1487,'s
1488,probably
1489,mom
1490,english
1491,teacher
1492,love
1493,literature
1494,grow
1495,household
1496,speaking
1497,write
1498,proper
1499,english
1500,mandatory
1501,mother
1502,good
1503,writer
1504,somehow
1505,little
1506,bit
1507,stardust
1508,land
1509,shoulders.the
1510,reason
1511,'m
1512,willing
1513,help
1514,'ve
1515,social
1516,distancing
1517,since
1518,january
1519,``
1520,social
1521,life
1522,''
1523,go
1524,grocery
1525,store
1526,rest
1527,time
1528,spend
1529,remote
1530,consulting
1531,surf
1532,web
1533,coffee
1534,break
1535,time
1536,right
1537,help
1538,write
1539,great
1540,paper
1541,years
1542,ago
1543,someone
1544,help
1545,school
1546,felt
1547,stuck
1548,try
1549,finish
1550,project
1551,'s
1552,turn
1553,help
1554,someone
1555,discuss
1556,idea
1557,forum
1558,also
1559,send
1560,private
1561,message
1562,want
1563,keep
1564,confidential
1565,'re
1566,oklahoma
1567,brother
1568,go
1569,school
1570,texas
1571,'ve
1572,never
1573,west
1574,see
1575,grand
1576,canyon
1577,airplane
1578,fly
1579,cali
1580,business
1581,trip
1582,wife
1583,past
1584,beginner
1585,beat
1586,bot
1587,noam
1588,rat
1589,2200
1590,seriously
1591,mess
1592,go
1593,move
1594,bot
1595,make
1596,one
1597,egregiously
1598,bad
1599,move
1600,another
1601,give
1602,one
1603,example
1604,one
1605,point
1606,game
1607,+20
1608,next
1609,move
1610,face
1611,mate
1612,2
1613,wife
1614,miss
1615,eventually
1616,win
1617,game
1618,anyway
1619,look
1620,pretty
1621,normal
1622,...
1623,n't
1624,see
1625,butt
1626,out-
1627,walk
1628,downtown
1629,anywhere
1630,woman
1631,wear
1632,yoga
1633,pant
1634,big
1635,deal
1636,realize
1637,fort
1638,wayne
1639,4
1640,time
1641,indiana
1642,state
1643,champion
1644,fm
1645,jim
1646,dean
1647,also
1648,strong
1649,junior
1650,name
1651,daniel
1652,gater.and
1653,think
1654,indiana
1655,state
1656,girl
1657,champion
1658,emily
1659,tallo
1660,live
1661,well.from
1662,understand
1663,dean
1664,give
1665,face
1666,face
1667,lessons.if
1668,want
1669,get
1670,info
1671,contact
1672,people
1673,find
1674,out.i
1675,basically
1676,know
1677,everyone
1678,indiana
1679,chess
1680,scene
1681,thats
1682,active
1683,tournaments.do
1684,also
1685,know
1686,us
1687,open
1688,come
1689,indianapolis
1690,august
1691,im
1692,excited.especially
1693,since
1694,win
1695,free
1696,entry
1697,win
1698,indiana
1699,class
1700,b
1701,state
1702,championship
1703,last
1704,weekend.anyway
1705,nice
1706,meet
1707,name
1708,chris
1709,im
1710,kokomo
1711,n't
1712,see
1713,thread
1714,discuss
1715,teimour
1716,radjabov
1717,'s
1718,comment
1719,skilling
1720,open
1721,seem
1722,try
1723,cancel
1724,popular
1725,female
1726,streamer
1727,tell
1728,others
1729,``
1730,n't
1731,need
1732,gms
1733,follow
1734,stream
1735,''
1736,also
1737,mock
1738,name
1739,another
1740,popular
1741,chinese
1742,american
1743,female
1744,streamer
1745,whether
1746,bad
1747,joke
1748,serious
1749,comment
1750,necessitate
1751,least
1752,response
1753,support
1754,female
1755,streamer
1756,leader
1757,chess.com
1758,edit
1759,qiyu
1760,american
1761,'s
1762,canadian
1763,wishful
1764,thinking
1765,botez
1766,sister
1767,incorrectly
1768,use
1769,``
1770,chat
1771,''
1772,since
1773,'s
1774,way
1775,popular
1776,chess
1777,hence
1778,get
1779,view
1780,n't
1781,get
1782,anyone
1783,defend
1784,pretty
1785,hardcore
1786,feminist
1787,defend
1788,honest
1789,cool
1790,series
1791,wife
1792,enjoy
1793,greatly
1794,know
1795,nothing
1796,chess
1797,even
1798,watch
1799,second
1800,time
1801,send
1802,mod
1803,private
1804,message
1805,ask
1806,mute
1807,...
1808,sure
1809,use
1810,lot
1811,profanity
1812,say
1813,something
1814,mother
1815,'m
1816,pretty
1817,sure
1818,would
1819,fast
1820,way
1821,recently
1822,watch
1823,video
1824,day
1825,agree
1826,political
1827,viewpoint
1828,dinesh
1829,thing
1830,n't
1831,get
1832,right
1833,video
1834,home
1835,country
1836,polgar
1837,sister
1838,like
1839,take
1840,series
1841,one
1842,thing
1843,bother
1844,show
1845,america
1846,'s
1847,great
1848,player
1849,completely
1850,write
1851,history
1852,bobby
1853,dominate
1854,world
1855,chess
1856,1960s
1857,'s
1858,disappear
1859,favor
1860,young
1861,girl
1862,'s
1863,completely
1864,unbelievable
1865,player
1866,igor
1867,make
1868,nothing
1869,mocking
1870,disparage
1871,comment
1872,direct
1873,chess
1874,woman
1875,time
1876,ban
1877,troll
1878,account
1879,half
1880,sister
1881,’
1882,brother
1883,’
1884,daughter
1885,’
1886,grandchild
1887,’
1888,watermelon
1889,would
1890,like
1891,b1
1892,half
1893,sister
1894,’
1895,brother
1896,’
1897,daughter
1898,’
1899,grandchild
1900,’
1901,watermelon
1902,would
1903,like
1904,b1
1905,half
1906,sister
1907,’
1908,brother
1909,’
1910,daughter
1911,’
1912,grandchild
1913,’
1914,watermelon
1915,would
1916,like
1917,b1
1918,n't
1919,think
1920,would
1921,work
1922,way
1923,reliably
1924,identify
1925,woman
1926,part
1927,ritual
1928,think
1929,think
1930,think
1931,move
1932,piece
1933,press
1934,clock
1935,write
1936,move
1937,slurp
1938,coffee
1939,wipe
1940,coffee
1941,shirt
1942,look
1943,around
1944,pretty
1945,girl
1946,refocus
1947,think
1948,opponent
1949,reply
1950,realise
1951,blunder
1952,resign
1953,oh
1954,kind
1955,yes
1956,igor
1957,offend
1958,name
1959,mother
1960,good
1961,catholic
1962,lady
1963,igor
1964,feel
1965,need
1966,show
1967,anger
1968,igor
1969,wrong
1970,world
1971,big
1972,life
1973,short
1974,igor
1975,welcome
1976,retain
1977,offensive
1978,name
1979,igor
1980,right
1981,judge
1982,sister
1983,site
1984,chess.com
1985,set
1986,specifically
1987,kid
1988,worth
1989,check
1990,anyway
1991,...
1992,highjack
1993,thread
1994,wim
1995,susik_gaboyan
1996,know
1997,quality
1998,resource
1999,classical
2000,sicilian
2001,occasional
2002,sicilian
2003,player
2004,year
2005,since
2006,hear
2007,play
2008,classically
2009,first
2010,last
2011,6
2012,month
2013,though
2014,find
2015,enjoy
2016,play
2017,also
2018,look
2019,make
2020,sicilian
2021,main
2022,defense
2023,classical
2024,n't
2025,seem
2026,get
2027,much
2028,attention
2029,though
2030,imagine
2031,call
2032,girl
2033,``
2034,mate
2035,''
2036,woman
2037,still
2038,hold
2039,stereotypical
2040,view
2041,guy
2042,play
2043,chess
2044,nerdy
2045,unattractive
2046,actually
2047,play
2048,chess
2049,effect
2050,someone
2051,'s
2052,personality
2053,lol
2054,santa
2055,'s
2056,wife
2057,high
2058,rat
2059,two
2060,color
2061,man
2062,woman
2063,",1and"
2064,0
2065,king
2066,queen
2067,wife
2068,husband
2069,figure
2070,child
2071,family
2072,computer
2073,science
2074,1
2075,0
2076,full
2077,empty
2078,charge
2079,discharge
2080,condition
2081,bit
2082,8
2083,bit
2084,female
2085,nature
2086,3d
2087,printer
2088,embrion
2089,create
2090,together
2091,material
2092,male
2093,child
2094,branch
2095,binary
2096,tree
2097,n't
2098,frugs
2099,melt
2100,brane
2101,dueds
2102,thatis
2103,unimployed
2104,dont
2105,ghet
2106,pay
2107,hippee
2108,use
2109,drhugs
2110,quit
2111,dueds
2112,life
2113,short
2114,presious
2115,man
2116,theese
2117,stuped
2118,politicans
2119,need
2120,fix
2121,law
2122,man
2123,alweys
2124,sthnad
2125,teh
2126,flag
2127,neel
2128,befoer
2129,god
2130,....
2131,drop
2132,youer
2133,taco
2134,arhe
2135,makin
2136,china
2137,rich
2138,skynard
2139,rokcs
2140,freebird
2141,every
2142,budy
2143,classffify
2144,everthting
2145,bre
2146,free
2147,put
2148,sheogaze
2149,rock
2150,dueds
2151,jsut
2152,realx
2153,ok
2154,rating
2155,number
2156,losees
2157,gettingh
2158,yhour
2159,king
2160,othir
2161,side
2162,man
2163,dueds
2164,cownsiling
2165,kind
2166,matirs
2167,also
2168,see
2169,ask
2170,lenny
2171,blogg
2172,dueds
2173,espeshilly
2174,whant
2175,lady
2176,dueds
2177,cahn
2178,help
2179,yoe
2180,matteirs
2181,ofthe
2182,heart
2183,finance
2184,cookeing
2185,eahting
2186,taco
2187,coerse
2188,ches
2189,duesds
2190,watch
2191,netflix
2192,miniserie
2193,queen
2194,gambit
2195,prety
2196,girl
2197,real
2198,good
2199,chess
2200,player
2201,fail
2202,pretty
2203,good
2204,chess
2205,player
2206,think
2207,impossible
2208,irl
2209,willing
2210,date
2211,smart
2212,pretty
2213,girl
2214,dumb
2215,ugly
2216,old
2217,guy
2218,like
2219,smart
2220,pretty
2221,girl
2222,assume
2223,playing
2224,chess
2225,sign
2226,intelligence
2227,...
2228,dumb
2229,ugly
2230,old
2231,guy
2232,like
2233,smart
2234,pretty
2235,girl
2236,assume
2237,playing
2238,chess
2239,sign
2240,intelligence
2241,...
2242,book
2243,definitely
2244,unattractive
2245,young
2246,girl
2247,felt
2248,way
2249,never
2250,become
2251,stunning
2252,good
2253,looker
2254,get
2255,impression
2256,book
2257,attractive
2258,young
2259,woman
2260,elegant
2261,gorgeous
2262,character
2263,movie
2264,agree
2265,help
2266,chess
2267,definitely
2268,improve
2269,play
2270,thousand
2271,game
2272,puzzle
2273,still
2274,far
2275,wcm
2276,thing
2277,brain
2278,hugely
2279,different
2280,hear
2281,brain
2282,differentiate
2283,10-20
2284,time
2285,thanks
2286,think
2287,movie
2288,n't
2289,cover
2290,back
2291,story
2292,character
2293,well
2294,particularly
2295,adopt
2296,mother
2297,history
2298,also
2299,addiction
2300,problem
2301,sorry
2302,phone
2303,book
2304,cover
2305,adopted
2306,mother
2307,detail
2308,come
2309,think
2310,mother
2311,problem
2312,raise
2313,many
2314,unanswered
2315,question
2316,book
2317,attempt
2318,close
2319,thanks
2320,think
2321,movie
2322,n't
2323,cover
2324,back
2325,story
2326,character
2327,well
2328,particularly
2329,adopt
2330,mother
2331,history
2332,also
2333,addiction
2334,problem
2335,understand
2336,origin
2337,beth
2338,'s
2339,addiction
2340,issue
2341,question
2342,regard
2343,two
2344,mother
2345,understand
2346,many
2347,reason
2348,may
2349,appear
2350,film
2351,interested
2352,whether
2353,book
2354,go
2355,great
2356,depth
2357,fact
2358,set
2359,parent
2360,biological
2361,adopt
2362,seem
2363,uninterested
2364,responsibility
2365,towards
2366,young
2367,beth
2368,strike
2369,strong
2370,theme
2371,something
2372,else
2373,absent
2374,misogyny
2375,completely
2376,absent
2377,film
2378,give
2379,period
2380,hard
2381,believe
2382,book
2383,realistic
2384,regard
2385,lot
2386,people
2387,complain
2388,chess
2389,supposedly
2390,``
2391,sexist
2392,''
2393,male
2394,female
2395,player
2396,different
2397,title
2398,gender
2399,exclusive
2400,tournament
2401,tennis
2402,even
2403,bad
2404,men
2405,woman
2406,play
2407,different
2408,professional
2409,circuit
2410,woman
2411,need
2412,win
2413,2
2414,set
2415,instead
2416,3
2417,basically
2418,say
2419,woman
2420,'s
2421,tennis
2422,entertain
2423,watch
2424,long
2425,period
2426,time
2427,woman
2428,n't
2429,endurance
2430,stamen
2431,play
2432,long
2433,men
2434,sorry
2435,hear
2436,mother
2437,klara
2438,kasparova
2439,die
2440,recently
2441,apparently
2442,die
2443,moscow
2444,covid
2445,19
2446,rest
2447,peace
2448,people
2449,ask
2450,proof
2451,'s
2452,link
2453,tweet
2454,kasparov
2455,announce
2456,mother
2457,'s
2458,passing
2459,include
2460,tribute
2461,thread
2462,notice
2463,december
2464,25th
2465,christmas
2466,day
2467,make
2468,even
2469,sad
2470,rest
2471,peace
2472,klara
2473,would
2474,like
2475,send
2476,condolence
2477,kasparov
2478,family
2479,loss
2480,garry
2481,'s
2482,mother
2483,must
2484,proud
2485,son
2486,throughout
2487,life
2488,would
2489,make
2490,well-lived
2491,life
2492,people
2493,ask
2494,proof
2495,'s
2496,link
2497,tweet
2498,kasparov
2499,announce
2500,mother
2501,'s
2502,passing
2503,include
2504,tribute
2505,thread
2506,notice
2507,december
2508,25th
2509,christmas
2510,day
2511,make
2512,even
2513,sad
2514,rest
2515,peace
2516,klara
2517,people
2518,ask
2519,proof
2520,'s
2521,link
2522,tweet
2523,kasparov
2524,announce
2525,mother
2526,'s
2527,passing
2528,include
2529,tribute
2530,thread
2531,notice
2532,december
2533,25th
2534,christmas
2535,day
2536,make
2537,even
2538,sad
2539,rest
2540,peace
2541,klara
2542,girlfriend
2543,59
2544,bonjour
2545,à
2546,tous
2547,lorsque
2548,je
2549,joue
2550,en
2551,problème
2552,ou
2553,en
